,id,score,avg_conf,wid,text
0,w0010_s01_pLND_r02,0.7386363636363636,92.04804792404175,10,london
0,w0010_s01_pLND_r03,0.8295454545454546,92.66379524679745,10,london
0,w0010_s02_pLND_r01,0.7613636363636364,91.9370464675728,10,london
0,w0010_s02_pLND_r02,0.8181818181818181,92.75517223582548,10,london
0,w0010_s02_pLND_r03,0.8068181818181819,90.58343056270054,10,london
0,w0010_s03_pLND_r01,0.7727272727272727,92.21895011453067,10,london
0,w0010_s03_pLND_r02,0.8409090909090909,93.12037275003833,10,london
0,w0010_s03_pLND_r03,0.7840909090909091,89.53593780333738,10,london
0,w0011_s01_pLND_r01,0.875,93.80226494017101,11,london
0,w0011_s01_pLND_r02,0.875,93.6451069059826,11,london
0,w0011_s01_pLND_r03,0.8977272727272727,94.0374475815717,11,london
0,w0011_s02_pLND_r01,0.8068181818181819,92.00536752882458,11,london
0,w0011_s02_pLND_r02,0.8636363636363636,93.45005421357996,11,london
0,w0011_s02_pLND_r03,0.7954545454545454,95.21010553269159,11,london
0,w0011_s03_pLND_r01,0.8522727272727273,94.28933497837612,11,london
0,w0011_s03_pLND_r02,0.875,94.90601439703079,11,london
0,w0011_s03_pLND_r03,0.8068181818181819,89.48689972270618,11,london
0,w0012_s01_pLND_r01,0.8522727272727273,92.25473824466567,12,london
0,w0012_s01_pLND_r02,0.6931818181818181,93.86404037475586,12,london
0,w0012_s01_pLND_r03,0.875,93.62270452862694,12,london
0,w0012_s02_pLND_r01,0.8409090909090909,93.95592144236845,12,london
0,w0012_s02_pLND_r02,0.8295454545454546,94.34589559381658,12,london
0,w0012_s02_pLND_r03,0.9545454545454546,96.3772236615762,12,london
0,w0012_s03_pLND_r01,0.875,94.65370330810546,12,london
0,w0012_s03_pLND_r02,0.8522727272727273,94.21062370749081,12,london
0,w0012_s03_pLND_r03,0.8977272727272727,95.43355573766372,12,london
0,w0013_s01_pLND_r01,0.8068181818181819,90.19687581062317,13,london
0,w0013_s01_pLND_r02,0.8522727272727273,93.49636840820312,13,london
0,w0013_s01_pLND_r03,0.8409090909090909,96.50965297923369,13,london
0,w0013_s02_pLND_r01,0.8636363636363636,94.50010914522059,13,london
0,w0013_s02_pLND_r02,0.8977272727272727,93.34892820470473,13,london
0,w0013_s02_pLND_r03,0.8522727272727273,94.28027882295497,13,london
0,w0013_s03_pLND_r01,0.8409090909090909,93.1873779296875,13,london
0,w0013_s03_pLND_r02,0.875,91.59174445579792,13,london
0,w0013_s03_pLND_r03,0.8068181818181819,91.28158744363223,13,london
0,w0015_s01_pLND_r01,0.8636363636363636,93.87165931175495,15,london
